1 1|A a:37 b:0 c:80 d:0 e:26 f:11 g:43 h:54 i:12
1 1|A a:39 b:1 c:93 d:-5 e:38 f:0 g:54 h:55 i:0
1 1|A a:41 b:-2 c:88 d:0 e:42 f:16 g:47 h:46 i:0
5 5|A a:85 b:-3 c:88 d:0 e:6 f:9 g:3 h:83 i:80
4 4|A a:56 b:0 c:97 d:1 e:50 f:-4 g:41 h:48 i:6
1 1|A a:45 b:1 c:88 d:0 e:46 f:30 g:42 h:41 i:0
4 4|A a:56 b:0 c:78 d:5 e:24 f:-1 g:22 h:55 i:32
1 1|A a:37 b:0 c:101 d:1 e:28 f:-12 g:64 h:73 i:8
1 1|A a:51 b:0 c:78 d:-3 e:52 f:14 g:27 h:26 i:0
1 1|A a:49 b:0 c:86 d:0 e:46 f:-8 g:37 h:39 i:2
1 1|A a:51 b:0 c:81 d:0 e:50 f:-2 g:30 h:32 i:2
1 1|A a:37 b:0 c:81 d:0 e:24 f:-20 g:44 h:57 i:14
1 1|A a:51 b:0 c:83 d:7 e:50 f:-7 g:32 h:33 i:2
4 4|A a:55 b:0 c:82 d:1 e:-18 f:-9 g:26 h:100 i:74
1 1|A a:49 b:-2 c:78 d:0 e:50 f:12 g:29 h:29 i:0
1 1|A a:37 b:0 c:75 d:-2 e:24 f:-13 g:38 h:52 i:14
1 1|A a:37 b:2 c:79 d:0 e:6 f:0 g:42 h:74 i:32
1 1|A a:47 b:4 c:82 d:-1 e:46 f:0 g:34 h:35 i:0
1 1|A a:56 b:1 c:81 d:0 e:56 f:22 g:25 h:24 i:0
1 1|A a:37 b:0 c:76 d:7 e:30 f:7 g:40 h:45 i:6
1 1|A a:37 b:0 c:81 d:0 e:36 f:-3 g:44 h:45 i:2
1 1|A a:53 b:0 c:79 d:0 e:54 f:18 g:26 h:24 i:0
1 1|A a:47 b:0 c:102 d:-5 e:46 f:0 g:55 h:55 i:0
1 1|A a:45 b:-1 c:81 d:-3 e:44 f:-5 g:37 h:37 i:0
1 1|A a:43 b:0 c:84 d:-2 e:44 f:31 g:41 h:41 i:0
1 1|A a:37 b:0 c:76 d:0 e:18 f:5 g:39 h:58 i:18
4 4|A a:56 b:0 c:92 d:-3 e:50 f:0 g:36 h:42 i:6
1 1|A a:51 b:0 c:80 d:0 e:52 f:4 g:29 h:28 i:0
4 4|A a:56 b:0 c:95 d:-5 e:42 f:9 g:40 h:54 i:14
4 4|A a:55 b:-1 c:81 d:7 e:-4 f:7 g:25 h:86 i:60
1 1|A a:37 b:-1 c:75 d:0 e:38 f:20 g:37 h:36 i:0
5 5|A a:77 b:0 c:81 d:1 e:-42 f:0 g:4 h:125 i:120
4 4|A a:55 b:0 c:96 d:1 e:38 f:-22 g:41 h:57 i:16
1 1|A a:51 b:0 c:78 d:0 e:50 f:-25 g:27 h:29 i:2
1 1|A a:37 b:0 c:93 d:0 e:12 f:7 g:55 h:80 i:24
1 1|A a:48 b:0 c:89 d:0 e:50 f:28 g:41 h:40 i:0
1 1|A a:37 b:0 c:77 d:0 e:-22 f:-7 g:41 h:101 i:60
1 1|A a:39 b:0 c:106 d:8 e:38 f:0 g:68 h:67 i:0
1 1|A a:43 b:3 c:96 d:0 e:42 f:0 g:53 h:55 i:2
1 1|A a:42 b:0 c:77 d:8 e:42 f:0 g:35 h:36 i:0
1 1|A a:53 b:0 c:87 d:6 e:54 f:19 g:34 h:33 i:0
1 1|A a:42 b:-2 c:78 d:1 e:42 f:0 g:36 h:37 i:2
1 1|A a:46 b:4 c:82 d:0 e:46 f:13 g:36 h:35 i:0
1 1|A a:45 b:-1 c:86 d:0 e:44 f:-10 g:41 h:42 i:2
1 1|A a:38 b:0 c:76 d:0 e:38 f:17 g:38 h:37 i:0
1 1|A a:37 b:0 c:106 d:0 e:34 f:-7 g:69 h:72 i:4
4 4|A a:56 b:0 c:97 d:0 e:38 f:-4 g:41 h:58 i:18
4 4|A a:56 b:1 c:97 d:-4 e:52 f:0 g:41 h:46 i:4
1 1|A a:44 b:0 c:87 d:0 e:44 f:5 g:43 h:43 i:0
1 1|A a:41 b:0 c:75 d:0 e:38 f:-16 g:34 h:36 i:2
1 1|A a:52 b:0 c:81 d:-3 e:52 f:0 g:29 h:30 i:0
1 1|A a:49 b:0 c:84 d:0 e:46 f:-23 g:36 h:38 i:2
4 4|A a:56 b:3 c:99 d:0 e:50 f:0 g:43 h:50 i:6
4 4|A a:55 b:0 c:99 d:1 e:50 f:12 g:43 h:49 i:6
1 1|A a:47 b:-1 c:79 d:0 e:46 f:0 g:31 h:32 i:0
4 4|A a:56 b:0 c:81 d:0 e:-6 f:15 g:25 h:88 i:64
1 1|A a:49 b:0 c:107 d:0 e:50 f:5 g:58 h:58 i:0
1 1|A a:41 b:0 c:86 d:-3 e:38 f:-12 g:45 h:47 i:2
1 1|A a:37 b:0 c:81 d:3 e:8 f:0 g:44 h:73 i:28
1 1|A a:37 b:0 c:77 d:-1 e:18 f:25 g:40 h:59 i:18
5 5|A a:79 b:0 c:84 d:1 e:-42 f:-3 g:4 h:128 i:124
1 1|A a:57 b:-2 c:80 d:-1 e:56 f:0 g:23 h:23 i:0
4 4|A a:56 b:0 c:77 d:0 e:-6 f:31 g:21 h:85 i:64
1 1|A a:37 b:-1 c:77 d:1 e:0 f:3 g:40 h:77 i:36
1 1|A a:39 b:-1 c:106 d:0 e:38 f:0 g:66 h:67 i:0
1 1|A a:37 b:3 c:104 d:0 e:24 f:17 g:66 h:80 i:14
1 1|A a:51 b:4 c:78 d:0 e:52 f:16 g:27 h:26 i:0
1 1|A a:51 b:-5 c:86 d:0 e:50 f:-4 g:35 h:37 i:2
1 1|A a:56 b:0 c:79 d:0 e:54 f:-19 g:23 h:24 i:2
1 1|A a:37 b:0 c:96 d:0 e:34 f:21 g:59 h:62 i:4
1 1|A a:42 b:0 c:79 d:-3 e:42 f:0 g:37 h:37 i:0
1 1|A a:49 b:-4 c:83 d:0 e:50 f:4 g:34 h:33 i:0
1 1|A a:51 b:0 c:87 d:0 e:52 f:12 g:36 h:35 i:0
1 1|A a:41 b:0 c:82 d:-2 e:42 f:22 g:41 h:41 i:0
4 4|A a:56 b:5 c:97 d:-3 e:46 f:0 g:41 h:51 i:10
1 1|A a:43 b:0 c:82 d:0 e:42 f:-14 g:39 h:41 i:2
1 1|A a:50 b:2 c:96 d:0 e:50 f:0 g:46 h:47 i:0
1 1|A a:48 b:-4 c:88 d:0 e:46 f:0 g:40 h:41 i:2
1 1|A a:37 b:0 c:76 d:0 e:34 f:10 g:39 h:43 i:4
1 1|A a:39 b:1 c:79 d:3 e:38 f:0 g:39 h:40 i:0
5 5|A a:78 b:0 c:83 d:8 e:-42 f:0 g:4 h:126 i:122
1 1|A a:53 b:0 c:84 d:0 e:52 f:-18 g:31 h:32 i:2
1 1|A a:41 b:0 c:79 d:0 e:42 f:25 g:38 h:37 i:0
1 1|A a:37 b:0 c:76 d:0 e:34 f:9 g:40 h:43 i:2
4 4|A a:56 b:0 c:77 d:0 e:-12 f:-26 g:21 h:90 i:68
5 5|A a:107 b:1 c:108 d:1 e:70 f:-26 g:1 h:38 i:36
1 1|A a:44 b:-4 c:82 d:0 e:42 f:-30 g:38 h:41 i:2
4 4|A a:55 b:0 c:98 d:0 e:52 f:-2 g:42 h:46 i:4
4 4|A a:55 b:0 c:78 d:-3 e:18 f:0 g:23 h:60 i:38
1 1|A a:37 b:0 c:79 d:0 e:8 f:-8 g:42 h:71 i:28
1 1|A a:40 b:5 c:81 d:1 e:38 f:0 g:41 h:43 i:2
1 1|A a:37 b:0 c:80 d:0 e:0 f:21 g:43 h:80 i:36
1 1|A a:37 b:0 c:77 d:0 e:10 f:12 g:40 h:66 i:26
4 4|A a:55 b:0 c:99 d:-4 e:50 f:0 g:43 h:49 i:6
1 1|A a:45 b:3 c:87 d:6 e:44 f:0 g:42 h:43 i:2
1 1|A a:45 b:0 c:83 d:0 e:44 f:-26 g:37 h:39 i:2
1 1|A a:43 b:0 c:77 d:0 e:44 f:23 g:34 h:33 i:0
1 1|A a:37 b:0 c:81 d:0 e:24 f:18 g:44 h:57 i:14
5 5|A a:86 b:4 c:89 d:0 e:6 f:-18 g:3 h:84 i:80
1 1|A a:48 b:0 c:77 d:0 e:50 f:26 g:28 h:28 i:0
1 1|A a:44 b:0 c:97 d:0 e:44 f:8 g:53 h:53 i:0
1 1|A a:41 b:-4 c:81 d:0 e:42 f:5 g:40 h:39 i:0
1 1|A a:41 b:0 c:83 d:1 e:38 f:-2 g:42 h:44 i:2
1 1|A a:37 b:0 c:79 d:-6 e:10 f:0 g:43 h:69 i:26
5 5|A a:81 b:0 c:84 d:0 e:-14 f:2 g:4 h:100 i:96
1 1|A a:41 b:0 c:106 d:0 e:38 f:-6 g:65 h:67 i:2
1 1|A a:37 b:0 c:76 d:-2 e:34 f:-11 g:40 h:43 i:2
1 1|A a:52 b:0 c:86 d:0 e:52 f:-8 g:33 h:34 i:0
5 5|A a:81 b:0 c:84 d:1 e:-12 f:21 g:4 h:97 i:94
1 1|A a:56 b:0 c:96 d:0 e:54 f:27 g:40 h:42 i:2
1 1|A a:49 b:-2 c:88 d:0 e:50 f:2 g:39 h:39 i:0
1 1|A a:43 b:0 c:81 d:0 e:42 f:-15 g:37 h:39 i:2
1 1|A a:45 b:0 c:88 d:0 e:44 f:-6 g:43 h:44 i:2
1 1|A a:46 b:4 c:86 d:0 e:46 f:8 g:41 h:40 i:0
4 4|A a:55 b:0 c:92 d:0 e:-4 f:10 g:36 h:97 i:60
5 5|A a:85 b:4 c:88 d:0 e:0 f:0 g:3 h:88 i:86
1 1|A a:48 b:0 c:88 d:-4 e:46 f:-6 g:39 h:41 i:2
1 1|A a:37 b:0 c:81 d:0 e:36 f:-23 g:43 h:44 i:2
1 1|A a:43 b:0 c:77 d:0 e:44 f:21 g:34 h:33 i:0
1 1|A a:57 b:-2 c:96 d:0 e:56 f:0 g:39 h:39 i:0
1 1|A a:42 b:4 c:78 d:-3 e:42 f:0 g:36 h:37 i:2
1 1|A a:37 b:0 c:77 d:-1 e:24 f:-17 g:40 h:54 i:14
4 4|A a:55 b:0 c:78 d:0 e:2 f:6 g:23 h:75 i:52
1 1|A a:41 b:0 c:86 d:0 e:38 f:-4 g:45 h:47 i:2
5 5|A a:84 b:0 c:88 d:2 e:0 f:1 g:4 h:88 i:84
1 1|A a:41 b:0 c:88 d:0 e:38 f:-7 g:48 h:50 i:2
1 1|A a:46 b:3 c:93 d:0 e:46 f:2 g:48 h:47 i:0
4 4|A a:55 b:0 c:77 d:0 e:-4 f:-19 g:21 h:82 i:60
1 1|A a:37 b:0 c:81 d:8 e:36 f:0 g:44 h:45 i:0
1 1|A a:37 b:3 c:77 d:2 e:0 f:7 g:40 h:77 i:38
1 1|A a:47 b:-1 c:82 d:-6 e:46 f:-9 g:34 h:35 i:0
4 4|A a:55 b:0 c:96 d:-1 e:52 f:0 g:41 h:44 i:4
1 1|A a:44 b:-1 c:108 d:0 e:42 f:-19 g:64 h:66 i:2
4 4|A a:55 b:-1 c:96 d:-3 e:42 f:-5 g:41 h:55 i:14
1 1|A a:45 b:0 c:79 d:1 e:44 f:-12 g:34 h:35 i:2
1 1|A a:43 b:0 c:81 d:4 e:42 f:-10 g:37 h:39 i:2
4 4|A a:55 b:0 c:92 d:0 e:-4 f:-9 g:36 h:97 i:60
1 1|A a:44 b:5 c:86 d:0 e:44 f:0 g:42 h:42 i:0
5 5|A a:106 b:5 c:108 d:1 e:70 f:0 g:1 h:38 i:36
1 1|A a:37 b:0 c:77 d:-6 e:8 f:0 g:40 h:69 i:30
1 1|A a:41 b:0 c:79 d:7 e:38 f:-20 g:38 h:41 i:2
1 1|A a:43 b:0 c:87 d:7 e:44 f:27 g:44 h:43 i:0
1 1|A a:41 b:2 c:86 d:0 e:42 f:12 g:45 h:45 i:0
1 1|A a:46 b:0 c:86 d:4 e:46 f:1 g:40 h:39 i:0
4 4|A a:56 b:0 c:96 d:-4 e:52 f:0 g:40 h:44 i:4
1 1|A a:37 b:0 c:106 d:-3 e:30 f:19 g:69 h:75 i:6
1 1|A a:45 b:0 c:87 d:5 e:44 f:0 g:42 h:43 i:2
1 1|A a:43 b:-4 c:86 d:0 e:42 f:-17 g:43 h:45 i:2
1 1|A a:38 b:0 c:82 d:1 e:38 f:0 g:44 h:43 i:0
1 1|A a:56 b:3 c:97 d:0 e:54 f:0 g:41 h:42 i:2
1 1|A a:37 b:0 c:77 d:0 e:6 f:23 g:40 h:72 i:32
1 1|A a:41 b:-2 c:84 d:0 e:42 f:0 g:43 h:43 i:0
1 1|A a:51 b:-3 c:84 d:6 e:52 f:0 g:33 h:33 i:0
1 1|A a:37 b:0 c:79 d:-2 e:0 f:0 g:42 h:79 i:36
4 4|A a:55 b:0 c:93 d:0 e:8 f:6 g:37 h:85 i:48
5 5|A a:82 b:0 c:86 d:2 e:-6 f:4 g:4 h:94 i:90
1 1|A a:47 b:0 c:84 d:4 e:46 f:0 g:36 h:37 i:0
1 1|A a:54 b:0 c:83 d:2 e:54 f:0 g:29 h:29 i:0
1 1|A a:44 b:0 c:77 d:0 e:42 f:-20 g:34 h:36 i:2
1 1|A a:37 b:0 c:77 d:0 e:20 f:-14 g:40 h:56 i:16
4 4|A a:55 b:0 c:96 d:0 e:52 f:14 g:41 h:44 i:4
4 4|A a:56 b:4 c:97 d:-3 e:42 f:-5 g:41 h:56 i:14
1 1|A a:37 b:0 c:95 d:0 e:8 f:-1 g:58 h:87 i:30
1 1|A a:37 b:0 c:100 d:0 e:28 f:-18 g:64 h:72 i:8
5 5|A a:104 b:0 c:104 d:-6 e:72 f:24 g:1 h:32 i:32
1 1|A a:46 b:0 c:87 d:-1 e:46 f:4 g:41 h:41 i:0
1 1|A a:48 b:0 c:90 d:6 e:46 f:-3 g:42 h:44 i:2
1 1|A a:46 b:-2 c:89 d:0 e:46 f:0 g:43 h:42 i:0
1 1|A a:58 b:2 c:81 d:-2 e:56 f:0 g:24 h:24 i:0
4 4|A a:56 b:0 c:81 d:-4 e:-12 f:0 g:25 h:94 i:68
1 1|A a:53 b:-5 c:79 d:0 e:52 f:-25 g:26 h:27 i:2
5 5|A a:105 b:0 c:107 d:0 e:70 f:0 g:1 h:37 i:36
1 1|A a:50 b:2 c:77 d:0 e:50 f:0 g:28 h:28 i:0
4 4|A a:55 b:-3 c:95 d:0 e:46 f:0 g:40 h:49 i:8
4 4|A a:56 b:0 c:79 d:0 e:12 f:31 g:23 h:66 i:42
5 5|A a:106 b:0 c:107 d:0 e:72 f:1 g:1 h:35 i:34
1 1|A a:39 b:0 c:79 d:4 e:38 f:0 g:39 h:40 i:0
1 1|A a:52 b:-4 c:87 d:2 e:52 f:-3 g:35 h:35 i:0
1 1|A a:37 b:0 c:79 d:0 e:2 f:28 g:42 h:76 i:34
1 1|A a:45 b:0 c:88 d:7 e:44 f:7 g:43 h:44 i:2
1 1|A a:43 b:-2 c:87 d:0 e:42 f:-7 g:44 h:46 i:2
5 5|A a:80 b:0 c:84 d:3 e:-24 f:5 g:4 h:110 i:106
4 4|A a:55 b:0 c:95 d:0 e:42 f:2 g:40 h:54 i:14
1 1|A a:50 b:5 c:106 d:0 e:50 f:0 g:56 h:57 i:0
1 1|A a:51 b:0 c:90 d:0 e:50 f:-2 g:39 h:41 i:2
1 1|A a:37 b:0 c:107 d:3 e:30 f:0 g:70 h:76 i:6
1 1|A a:45 b:0 c:79 d:0 e:44 f:-12 g:33 h:35 i:2
1 1|A a:37 b:0 c:104 d:0 e:18 f:19 g:67 h:86 i:18
1 1|A a:45 b:-3 c:78 d:0 e:44 f:-3 g:33 h:34 i:2
1 1|A a:52 b:0 c:88 d:2 e:52 f:0 g:36 h:36 i:0
1 1|A a:49 b:-1 c:86 d:0 e:50 f:6 g:37 h:37 i:0
1 1|A a:45 b:3 c:83 d:0 e:44 f:0 g:39 h:39 i:0
4 4|A a:55 b:0 c:98 d:-3 e:42 f:0 g:42 h:57 i:14
1 1|A a:41 b:-1 c:78 d:0 e:42 f:15 g:37 h:37 i:0
4 4|A a:56 b:0 c:97 d:0 e:44 f:-4 g:41 h:53 i:12
4 4|A a:55 b:0 c:92 d:0 e:28 f:-10 g:36 h:63 i:28
1 1|A a:49 b:5 c:85 d:0 e:50 f:7 g:36 h:36 i:0
1 1|A a:39 b:-5 c:78 d:0 e:0 f:3 g:39 h:78 i:40
5 5|A a:105 b:-3 c:106 d:0 e:70 f:0 g:1 h:36 i:36
1 1|A a:37 b:-172 c:105 d:-1 e:36 f:-3 g:68 h:69 i:0
5 5|A a:111 b:4254 c:105 d:0 e:36 f:0 g:-6 h:69 i:76
4 4|A a:56 b:0 c:96 d:0 e:52 f:-13 g:40 h:44 i:4
1 1|A a:58 b:0 c:86 d:0 e:56 f:-1 g:28 h:30 i:2
1 1|A a:51 b:1 c:77 d:0 e:50 f:0 g:27 h:28 i:2
5 5|A a:81 b:0 c:84 d:0 e:-14 f:-4 g:4 h:100 i:96
1 1|A a:41 b:0 c:77 d:-2 e:42 f:0 g:36 h:36 i:0
5 5|A a:102 b:0 c:103 d:0 e:72 f:10 g:1 h:31 i:30
1 1|A a:37 b:0 c:82 d:0 e:-2 f:6 g:45 h:85 i:40
1 1|A a:56 b:3 c:79 d:0 e:56 f:3 g:23 h:23 i:0
1 1|A a:52 b:-2 c:82 d:0 e:52 f:0 g:29 h:30 i:0
1 1|A a:49 b:-1 c:86 d:0 e:46 f:-30 g:37 h:40 i:2
1 1|A a:51 b:0 c:102 d:0 e:52 f:30 g:51 h:50 i:0
1 1|A a:37 b:0 c:78 d:-1 e:12 f:-6 g:41 h:65 i:24
4 4|A a:55 b:0 c:98 d:1 e:46 f:0 g:42 h:51 i:8
1 1|A a:45 b:0 c:84 d:1 e:44 f:-14 g:39 h:41 i:2
5 5|A a:82 b:0 c:85 d:-2 e:-2 f:6 g:3 h:88 i:84
5 5|A a:82 b:0 c:86 d:0 e:-22 f:0 g:4 h:109 i:106
1 1|A a:45 b:0 c:88 d:-9 e:46 f:-67 g:42 h:41 i:0
1 1|A a:53 b:0 c:81 d:0 e:52 f:-23 g:28 h:30 i:2
1 1|A a:55 b:0 c:82 d:0 e:54 f:2 g:26 h:28 i:2
1 1|A a:46 b:2 c:87 d:0 e:46 f:8 g:41 h:41 i:0
1 1|A a:38 b:0 c:86 d:0 e:38 f:7 g:48 h:47 i:0
4 4|A a:55 b:0 c:82 d:0 e:-42 f:-4 g:26 h:126 i:100
1 1|A a:37 b:0 c:80 d:0 e:34 f:-5 g:43 h:46 i:2
1 1|A a:55 b:0 c:108 d:-6 e:54 f:0 g:52 h:53 i:0
1 1|A a:37 b:1 c:90 d:0 e:28 f:31 g:53 h:62 i:8
1 1|A a:37 b:0 c:95 d:0 e:8 f:-2 g:58 h:87 i:30
1 1|A a:59 b:-5 c:84 d:0 e:60 f:0 g:25 h:24 i:0
1 1|A a:41 b:2 c:80 d:0 e:42 f:7 g:39 h:39 i:0
4 4|A a:55 b:0 c:92 d:0 e:-6 f:-10 g:36 h:99 i:64
1 1|A a:51 b:0 c:86 d:0 e:50 f:-5 g:36 h:37 i:2
1 1|A a:49 b:0 c:78 d:-6 e:50 f:0 g:29 h:29 i:0
1 1|A a:38 b:0 c:102 d:0 e:38 f:6 g:64 h:63 i:0
5 5|A a:79 b:-3 c:84 d:0 e:-32 f:0 g:4 h:117 i:112
1 1|A a:37 b:-1 c:78 d:-3 e:12 f:1 g:41 h:65 i:24
1 1|A a:37 b:0 c:76 d:3 e:28 f:7 g:40 h:48 i:8
1 1|A a:37 b:3 c:80 d:0 e:20 f:21 g:43 h:59 i:16
1 1|A a:39 b:-9 c:90 d:3 e:6 f:0 g:51 h:85 i:34
1 1|A a:50 b:-1 c:102 d:0 e:50 f:0 g:52 h:53 i:0
1 1|A a:38 b:1 c:81 d:0 e:38 f:4 g:43 h:42 i:0
1 1|A a:41 b:0 c:108 d:0 e:38 f:-26 g:67 h:69 i:2
1 1|A a:45 b:-1 c:79 d:0 e:46 f:19 g:33 h:32 i:0
1 1|A a:44 b:0 c:86 d:-2 e:44 f:3 g:43 h:42 i:0
1 1|A a:52 b:1 c:82 d:3 e:52 f:0 g:30 h:30 i:0
4 4|A a:55 b:0 c:82 d:0 e:-40 f:0 g:26 h:123 i:96
4 4|A a:56 b:0 c:76 d:-7 e:-4 f:-5 g:20 h:81 i:62
1 1|A a:47 b:-1 c:84 d:-2 e:46 f:-3 g:37 h:37 i:0
5 5|A a:85 b:0 c:88 d:0 e:2 f:10 g:3 h:86 i:82
5 5|A a:82 b:0 c:86 d:1 e:-6 f:1 g:4 h:94 i:90
1 1|A a:37 b:-5 c:82 d:0 e:38 f:10 g:45 h:43 i:0
1 1|A a:37 b:-1 c:105 d:-8 e:28 f:0 g:68 h:77 i:8
1 1|A a:41 b:3 c:86 d:0 e:42 f:6 g:45 h:44 i:0
1 1|A a:41 b:0 c:81 d:-5 e:42 f:12 g:40 h:39 i:0
4 4|A a:56 b:0 c:77 d:0 e:-22 f:20 g:21 h:100 i:80
1 1|A a:45 b:-5 c:83 d:0 e:44 f:0 g:38 h:39 i:2
1 1|A a:37 b:0 c:76 d:0 e:28 f:18 g:39 h:48 i:8
1 1|A a:51 b:0 c:77 d:0 e:52 f:16 g:26 h:25 i:0
4 4|A a:56 b:2 c:81 d:0 e:-6 f:-20 g:25 h:88 i:64
4 4|A a:55 b:0 c:78 d:0 e:6 f:6 g:23 h:73 i:50
1 1|A a:40 b:5 c:97 d:0 e:38 f:0 g:57 h:59 i:2
1 1|A a:47 b:1 c:88 d:0 e:46 f:0 g:41 h:41 i:0
1 1|A a:49 b:5 c:88 d:-1 e:50 f:2 g:39 h:39 i:0
1 1|A a:37 b:0 c:76 d:-2 e:30 f:20 g:39 h:45 i:6
1 1|A a:39 b:3 c:83 d:2 e:38 f:0 g:44 h:44 i:0
1 1|A a:49 b:2 c:77 d:0 e:46 f:-10 g:29 h:31 i:2
1 1|A a:53 b:1 c:82 d:0 e:54 f:18 g:29 h:28 i:0
5 5|A a:82 b:0 c:86 d:2 e:-10 f:0 g:4 h:96 i:92
4 4|A a:56 b:0 c:80 d:-1 e:6 f:2 g:24 h:75 i:50
1 1|A a:38 b:0 c:92 d:3 e:12 f:-15 g:54 h:79 i:24
1 1|A a:51 b:0 c:88 d:0 e:52 f:1 g:36 h:36 i:0
4 4|A a:55 b:0 c:79 d:0 e:2 f:-24 g:23 h:76 i:52
1 1|A a:53 b:0 c:81 d:0 e:52 f:-4 g:28 h:30 i:2
1 1|A a:37 b:0 c:107 d:0 e:28 f:0 g:70 h:78 i:8
1 1|A a:37 b:0 c:77 d:0 e:34 f:13 g:41 h:44 i:2
1 1|A a:37 b:0 c:95 d:0 e:20 f:3 g:57 h:74 i:16
1 1|A a:46 b:1 c:79 d:0 e:46 f:9 g:33 h:32 i:0
1 1|A a:43 b:0 c:78 d:0 e:42 f:-7 g:35 h:37 i:2
1 1|A a:41 b:-5 c:77 d:0 e:42 f:19 g:37 h:36 i:0
1 1|A a:37 b:0 c:79 d:1 e:2 f:-1 g:43 h:77 i:34
4 4|A a:56 b:0 c:77 d:0 e:46 f:29 g:22 h:31 i:10
4 4|A a:55 b:0 c:76 d:0 e:-14 f:1 g:21 h:92 i:70
4 4|A a:56 b:0 c:95 d:1 e:44 f:0 g:40 h:51 i:12
1 1|A a:49 b:0 c:102 d:0 e:50 f:5 g:53 h:53 i:0
1 1|A a:38 b:0 c:83 d:-2 e:38 f:-4 g:45 h:44 i:0
1 1|A a:43 b:-3 c:81 d:0 e:42 f:-14 g:38 h:40 i:2
1 1|A a:41 b:0 c:81 d:3 e:38 f:-4 g:40 h:42 i:2
1 1|A a:49 b:0 c:78 d:-5 e:50 f:0 g:29 h:29 i:0
1 1|A a:41 b:0 c:100 d:0 e:38 f:-30 g:59 h:61 i:2
1 1|A a:43 b:0 c:83 d:-2 e:42 f:-12 g:40 h:42 i:2
1 1|A a:44 b:-1 c:81 d:6 e:44 f:7 g:38 h:37 i:0
4 4|A a:55 b:0 c:76 d:-7 e:-20 f:0 g:21 h:97 i:76
1 1|A a:51 b:3 c:87 d:0 e:50 f:0 g:36 h:38 i:2
1 1|A a:37 b:-2 c:77 d:0 e:36 f:12 g:40 h:41 i:0
1 1|A a:41 b:0 c:83 d:-1 e:42 f:14 g:41 h:41 i:0
3 3|A a:37 b:-33 c:76 d:0 e:20 f:0 g:39 h:55 i:16
1 1|A a:44 b:2 c:76 d:0 e:44 f:6 g:31 h:32 i:0
4 4|A a:55 b:0 c:95 d:0 e:38 f:29 g:39 h:56 i:16
1 1|A a:56 b:0 c:81 d:0 e:54 f:-12 g:25 h:27 i:2
1 1|A a:44 b:1 c:86 d:0 e:44 f:8 g:43 h:42 i:0
1 1|A a:49 b:1 c:95 d:0 e:50 f:21 g:47 h:46 i:0
4 4|A a:56 b:1 c:98 d:0 e:44 f:-4 g:42 h:54 i:12
1 1|A a:54 b:0 c:77 d:0 e:54 f:0 g:23 h:23 i:0
1 1|A a:42 b:-1 c:87 d:-5 e:42 f:-7 g:45 h:46 i:0
4 4|A a:56 b:0 c:77 d:0 e:0 f:10 g:21 h:77 i:56
1 1|A a:44 b:-1 c:76 d:0 e:42 f:-21 g:32 h:35 i:2
5 5|A a:80 b:2 c:84 d:0 e:-24 f:26 g:4 h:110 i:106
4 4|A a:56 b:0 c:77 d:0 e:16 f:-6 g:22 h:62 i:40
1 1|A a:45 b:0 c:79 d:0 e:46 f:17 g:33 h:32 i:0
1 1|A a:40 b:-5 c:76 d:-2 e:38 f:0 g:36 h:37 i:2
1 1|A a:46 b:0 c:79 d:0 e:46 f:7 g:34 h:33 i:0
1 1|A a:53 b:1 c:86 d:3 e:52 f:-9 g:33 h:35 i:2
1 1|A a:37 b:4 c:82 d:0 e:36 f:0 g:45 h:46 i:0
5 5|A a:104 b:3 c:106 d:6 e:72 f:4 g:1 h:33 i:32
5 5|A a:80 b:-3 c:84 d:-5 e:-42 f:13 g:5 h:128 i:124
1 1|A a:38 b:1 c:79 d:0 e:38 f:2 g:41 h:40 i:0
1 1|A a:50 b:-1 c:78 d:0 e:50 f:0 g:28 h:29 i:2
1 1|A a:43 b:-3 c:86 d:-2 e:42 f:-14 g:42 h:44 i:2
4 4|A a:56 b:0 c:78 d:0 e:16 f:-4 g:22 h:63 i:40
4 4|A a:56 b:0 c:78 d:6 e:0 f:0 g:22 h:78 i:56
1 1|A a:37 b:0 c:80 d:0 e:34 f:-15 g:43 h:46 i:4
1 1|A a:39 b:1 c:81 d:-1 e:38 f:0 g:41 h:42 i:0
1 1|A a:45 b:4 c:77 d:0 e:44 f:0 g:32 h:34 i:2
1 1|A a:46 b:0 c:83 d:0 e:44 f:-19 g:37 h:39 i:2
1 1|A a:38 b:0 c:79 d:-3 e:38 f:-5 g:41 h:41 i:0
1 1|A a:52 b:-1 c:79 d:0 e:52 f:0 g:26 h:27 i:0
1 1|A a:37 b:1 c:77 d:0 e:-24 f:-18 g:40 h:103 i:62
4 4|A a:56 b:0 c:100 d:7 e:50 f:0 g:44 h:51 i:6
4 4|A a:55 b:0 c:95 d:0 e:38 f:-6 g:40 h:57 i:16
1 1|A a:37 b:0 c:80 d:0 e:38 f:27 g:43 h:41 i:0
1 1|A a:40 b:-3 c:86 d:0 e:38 f:0 g:46 h:48 i:2
1 1|A a:51 b:0 c:81 d:0 e:52 f:15 g:30 h:29 i:0
1 1|A a:49 b:0 c:81 d:0 e:50 f:17 g:32 h:32 i:0
5 5|A a:81 b:0 c:84 d:0 e:-12 f:23 g:4 h:97 i:94
1 1|A a:37 b:0 c:80 d:0 e:30 f:-16 g:43 h:49 i:6
